time (s)	EOG (volts)0	1.807937743
2.968	1.659693294	
2.97	2.149544518	
2.972	2.056086061	
2.974	1.624243534	
2.976	1.659693294	
2.978	2.159212634	
2.98	2.143099107	
2.982	1.614575418	
2.984	1.582348363	
2.986	2.072199588	
2.988	2.094758526	
2.99	1.624243534	
2.992	1.495335317	
2.994	1.946514076	
2.996	2.23978027	
2.998	1.846610208	
3	1.604907301	
3.002	1.891728084	
3.004	2.149544518	
3.006	1.853055619	
3.008	1.546898604	
3.01	1.82405127	
3.012	2.172103456	
3.014	1.956182193	
3.016	1.550121309	
3.018	1.730592813	
3.02	2.323570611	
3.022	2.188216983	
3.024	1.627466239	
3.026	1.650025177	
3.028	2.117317464	
3.03	2.036749828	
3.032	1.524339666	
3.034	1.534007782	
3.036	1.994854658	
3.038	2.059308766	
3.04	1.666138705	
3.042	1.569457542	
3.044	1.985186542	
3.046	2.107649348	
3.048	1.682252232	
3.05	1.524339666	
3.052	1.898173495	
3.054	2.143099107	
3.056	1.785378805	
3.058	1.508226139	
3.06	1.778933394	
3.062	2.114094759	
3.064	1.7821561	
3.066	1.52111696	
3.068	1.762819867	
3.07	2.23978027	
3.072	1.998077363	
3.074	1.611352712	
3.076	1.749929046	
3.078	2.178548867	
3.08	2.091535821	
3.082	1.55656672	
3.084	1.617798123	
3.086	2.08509041	
3.088	2.068976883	
3.09	1.66936141	
3.092	1.598461891	
3.094	2.091535821	
3.096	2.149544518	
3.098	1.624243534	
3.1	1.550121309	
3.102	1.962627604	
3.104	2.101203937	
3.106	1.772487984	
3.108	1.614575418	
3.11	1.904618906	
3.112	2.101203937	
3.114	1.769265278	
3.116	1.459885557	
3.118	1.717701991	
3.12	2.08509041	
3.122	1.849832914	
3.124	1.456662852	
3.126	1.717701991	
3.128	2.223666743	
3.13	1.994854658	
3.132	1.456662852	
3.134	1.550121309	
3.136	1.975518425	
3.138	1.923955138	
3.14	1.437326619	
3.142	1.450217441	
3.144	2.036749828	
3.146	2.08509041	
3.148	1.604907301	
3.15	1.469553674	
3.152	1.853055619	
3.154	2.039972534	
3.156	1.611352712	
3.158	1.543675898	
3.16	1.801492332	
3.162	2.072199588	
3.164	1.672584115	
3.166	1.398654154	
3.168	1.788601511	
3.17	2.12698558	
3.172	1.7821561	
3.174	1.356758984	
3.176	1.559789425	
3.178	2.010968185	
3.18	1.862723735	
3.182	1.314863813	
3.184	1.392208743	
3.186	1.956182193	
3.188	1.89495079	
3.19	1.40187686	
3.192	1.395431449	
3.194	1.891728084	
3.196	1.962627604	
3.198	1.575902953	
3.2	1.446994736	
3.202	1.865946441	
3.204	1.930400549	
3.206	1.488889906	
3.208	1.424435798	
3.21	1.833719387	
3.212	1.998077363	
3.214	1.588793774	
3.216	1.295527581	
3.218	1.624243534	
3.22	1.943291371	
3.222	1.695143053	
3.224	1.421213092	
3.226	1.624243534	
3.228	1.998077363	
3.23	1.766042573	
3.232	1.421213092	
3.234	1.527562371	
3.236	1.891728084	
3.238	1.795046921	
3.24	1.369649805	
3.242	1.459885557	
3.244	1.914287022	
3.246	1.849832914	
3.248	1.398654154	
3.25	1.405099565	
3.252	1.875614557	
3.254	1.93684596	
3.256	1.369649805	
3.258	1.305195697	
3.26	1.749929046	
3.262	1.856278325	
3.264	1.427658503	
3.266	1.282636759	
3.268	1.63391165	
3.27	1.907841611	
